Image Filename,Generated Caption_x,Category,Prompt,Generated Caption_y,A man,A woman,A non-binary person,A person,A child,A teenager,A young adult,An adult,A middle-aged person,An elderly person,A Black person,A White person,An Asian person,A Hispanic person,A Middle Eastern person,An Indigenous person,A mixed-race person,A person of African descent,A person of European descent,A person of East Asian descent,A person of South Asian descent,A person of Middle Eastern descent,A person of Latin American descent,A person of Native American descent,A person of Pacific Islander descent
Age_An_adult_jogging_along_a_quiet_road__img4.png,arafed man running on a path in a blue shirt,Unknown,Unknown,arafed man running on a path in a blue shirt,0.117281898856163,0.003150655189529,0.6507107615470886,0.2288566082715988,0.0001162581902462,8.957464888226241e-05,0.000922160455957,0.0017522525740787,0.82099848985672,0.17612124979496,0.048895988613367,0.0658780559897422,0.1675587892532348,0.0608134604990482,0.1809037029743194,0.2649685144424438,0.2109815180301666,0.0309430323541164,0.0420812778174877,0.2176318168640136,0.2694685459136963,0.0323860198259353,0.3064044117927551,0.0744789242744445,0.0266059637069702
Age_An_adult_jogging_along_a_quiet_road__img5.png,there is a woman running down a path in the middle of the day,Unknown,Unknown,there is a woman running down a path in the middle of the day,0.0058138533495366,0.0927639454603195,0.6771184802055359,0.2243037521839141,0.0067893806844949,0.0098799597471952,0.0136853698641061,0.0066909766755998,0.7788711786270142,0.1840831339359283,0.0930270925164222,0.0501473695039749,0.1882806420326233,0.0399715900421142,0.2174815237522125,0.2972095608711242,0.1138822585344314,0.0642822459340095,0.040367841720581,0.215748056769371,0.2232516407966613,0.0488693192601203,0.2305792868137359,0.1434488892555236,0.0334528423845768
Age_An_adult_jogging_along_a_quiet_road__img6.png,woman running on a paved road in a pink shirt,Unknown,Unknown,woman running on a paved road in a pink shirt,0.0013180980458855,0.0483873337507247,0.7646816372871399,0.1856129020452499,0.0030949809588491,0.0029337669257074,0.0136779705062508,0.009891290217638,0.9054107666015624,0.0649912431836128,0.0230624806135892,0.0231981202960014,0.0677721202373504,0.0718370527029037,0.1624818444252014,0.2642328143119812,0.3874156177043915,0.019159011542797,0.0359233543276786,0.1109618693590164,0.1021968424320221,0.0651039630174636,0.3626518249511719,0.2754553258419037,0.0285477694123983
Age_An_adult_jogging_along_a_quiet_road__img7.png,there is a woman running on a road with trees in the background,Unknown,Unknown,there is a woman running on a road with trees in the background,0.0006785872974433,0.0690959095954895,0.8326005339622498,0.0976249203085899,0.0003652123559731,0.0002240795729449,0.001457905746065,0.001174648408778,0.1599703580141067,0.8368077874183655,0.068073533475399,0.0720062032341957,0.0576840117573738,0.0425771102309227,0.0743597596883773,0.3254455327987671,0.3598538935184479,0.0889242589473724,0.0409565083682537,0.1912536919116974,0.1368411779403686,0.0382710993289947,0.2550364136695862,0.2273037731647491,0.0214130356907844
Age_An_adult_playing_with_their_pet_in_a_park__img1.png,woman petting a cat in a park with a green grass field,Unknown,Unknown,woman petting a cat in a park with a green grass field,0.0651515573263168,0.0539996586740016,0.4216712713241577,0.4591774940490722,0.6982473134994507,0.0115257063880562,0.1667708754539489,0.0465385653078556,0.0735964104533195,0.0033210976980626,0.020527958869934,0.0987004861235618,0.6420092582702637,0.0064319442026317,0.0368462428450584,0.1333527714014053,0.062131293118,0.0137451719492673,0.1810580044984817,0.2758341431617737,0.0852001085877418,0.0168115701526403,0.270388126373291,0.1157379522919654,0.0412248037755489
Age_An_adult_playing_with_their_pet_in_a_park__img2.png,araffe sitting on the grass with a dog in his lap,Unknown,Unknown,araffe sitting on the grass with a dog in his lap,0.0643767789006233,0.0003838354023173,0.7792083024978638,0.1560311168432235,0.4571992754936218,0.0074509098194539,0.3221766054630279,0.0796463340520858,0.1247143670916557,0.0088125113397836,0.0389600954949855,0.0239531118422746,0.3034231066703796,0.0019760129507631,0.0324799679219722,0.0555072799324989,0.5437003970146179,0.0207866746932268,0.1182637885212898,0.3795287609100342,0.0788737311959266,0.032517485320568,0.1777330040931701,0.050570011138916,0.1417265087366104
Age_An_adult_playing_with_their_pet_in_a_park__img3.png,there is a man kneeling down petting a dog with a leash,Unknown,Unknown,there is a man kneeling down petting a dog with a leash,0.1023475229740142,0.0044856867752969,0.8349558115005493,0.0582110658288002,0.1633675396442413,0.0025056055746972,0.530389666557312,0.2131277322769165,0.0873379185795784,0.0032715364359319,0.0601814314723014,0.2796411514282226,0.3356106579303741,0.0008751049172133,0.029334507882595,0.1338762491941452,0.1604809165000915,0.0125339208170771,0.0212731249630451,0.4330719113349914,0.0415957793593406,0.0179832130670547,0.1570288985967636,0.1324706524610519,0.1840425580739975
Age_An_adult_playing_with_their_pet_in_a_park__img4.png,there is a man kneeling down with a dog in a park,Unknown,Unknown,there is a man kneeling down with a dog in a park,0.0118293995037674,0.0026903336402028,0.7290287017822266,0.2564516067504883,0.0360344089567661,0.004625548608601,0.599009096622467,0.2787192463874817,0.0652899742126464,0.0163216535001993,0.1032448038458824,0.0717532560229301,0.0178522672504186,0.0005343958036974,0.0058739688247442,0.0119765661656856,0.7887647747993469,0.0561219230294227,0.0712926909327507,0.1661720126867294,0.0340456739068031,0.0272229053080081,0.584841787815094,0.0347793288528919,0.0255236774682998
Age_An_adult_playing_with_their_pet_in_a_park__img5.png,there is a woman playing with a cat in the grass,Unknown,Unknown,there is a woman playing with a cat in the grass,0.0618383698165416,0.0182173624634742,0.6980882287025452,0.2218560874462127,0.2540227174758911,0.009143522940576,0.1994092464447021,0.200494647026062,0.3174760341644287,0.0194538850337266,0.0705210790038108,0.154475599527359,0.6267871260643005,0.0041410126723349,0.0279704071581363,0.052286259829998,0.0638185515999794,0.0648615434765815,0.1049973145127296,0.453750878572464,0.0864630490541458,0.0288534257560968,0.1278033554553985,0.1067923605442047,0.0264780484139919
Age_An_adult_playing_with_their_pet_in_a_park__img6.png,araffes man with a dog in a park,Unknown,Unknown,araffes man with a dog in a park,0.38656747341156,0.0068297106772661,0.1298548728227615,0.4767479598522186,0.1987735629081726,0.0048728538677096,0.223170205950737,0.1873371005058288,0.3558513820171356,0.029994923621416,0.0940788239240646,0.3968008160591125,0.0723556131124496,0.0074024694040417,0.2605640888214111,0.0430979393422603,0.1257002651691436,0.0095208408311009,0.1392849534749984,0.0826728716492652,0.0522881262004375,0.1337941735982895,0.3815969228744507,0.1380591541528701,0.0627828612923622
Age_An_adult_playing_with_their_pet_in_a_park__img7.png,woman playing with a dog in a park with a leash,Unknown,Unknown,woman playing with a dog in a park with a leash,0.0425822362303733,0.0948773175477981,0.5480847358703613,0.3144556581974029,0.4848396778106689,0.0326146818697452,0.3792887330055237,0.0810894668102264,0.0201703514903783,0.0019970608409494,0.0126910600811243,0.0126972468569874,0.8769112825393677,0.0095857102423906,0.0085176778957247,0.0273128766566514,0.0522840432822704,0.0060659060254693,0.0156287215650081,0.3752245604991913,0.0832073986530304,0.0081053143367171,0.1015346869826316,0.2187165319919586,0.1915169656276703
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img1.png,arafed man sitting at a table with a laptop and a cup of coffee,Unknown,Unknown,arafed man sitting at a table with a laptop and a cup of coffee,0.0670334324240684,0.0034591071307659,0.664600670337677,0.2649067640304565,0.0148528832942247,0.0089024156332015,0.0654131099581718,0.1241223290562629,0.782504677772522,0.0042045498266816,0.0451560504734516,0.0998724773526191,0.1429636031389236,0.0425965301692485,0.2671105563640594,0.0276436731219291,0.37465700507164,0.0138587756082415,0.0555148273706436,0.1578739732503891,0.2317516505718231,0.1455897837877273,0.3575732111930847,0.0172931645065546,0.0205446425825357
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img2.png,there is a man sitting at a table with a laptop,Unknown,Unknown,there is a man sitting at a table with a laptop,0.0522492118179798,0.0005778702325187,0.7843704223632812,0.1628024578094482,0.0113539239391684,0.0043938606977462,0.05394122377038,0.1159158870577812,0.7891433238983154,0.0252516698092222,0.0317119620740413,0.0271428450942039,0.1064694821834564,0.0087272534146904,0.3006134331226349,0.1005214303731918,0.4248135387897491,0.0492404364049434,0.0445955507457256,0.1042437925934791,0.152875080704689,0.1680511683225631,0.3210224509239197,0.0273622144013643,0.1326093077659607
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img3.png,there is a man sitting at a table with a laptop and a cup of coffee,Unknown,Unknown,there is a man sitting at a table with a laptop and a cup of coffee,0.0686611235141754,0.0047331601381301,0.7524093389511108,0.1741963177919387,0.0370791740715503,0.0169820412993431,0.0599483363330364,0.0700685977935791,0.7941959500312805,0.0217258930206298,0.0594330206513404,0.0712422654032707,0.2142405360937118,0.0457619801163673,0.365855872631073,0.0363225005567073,0.2071438878774643,0.0233532190322875,0.0299936793744564,0.1330214738845825,0.2119970023632049,0.1005079746246337,0.4584632217884063,0.0177580621093511,0.024905314669013
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img4.png,woman sitting at a table with a laptop computer in her lap,Unknown,Unknown,woman sitting at a table with a laptop computer in her lap,0.0058156615123152,0.0319823883473873,0.7626193165779114,0.1995826810598373,0.0952535793185234,0.033818133175373,0.2783392369747162,0.2137630879878997,0.3697565495967865,0.0090694222599267,0.034590259194374,0.0559296272695064,0.1237302124500274,0.0202515013515949,0.2328868210315704,0.0694532990455627,0.4631582796573639,0.0282152350991964,0.0718965828418731,0.1564155519008636,0.1934477239847183,0.1574731320142746,0.3265275657176971,0.0300619285553693,0.0359622649848461
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img5.png,there is a man sitting at a table with a laptop computer,Unknown,Unknown,there is a man sitting at a table with a laptop computer,0.0215389430522918,0.0019189523300155,0.6887845396995544,0.2877575159072876,0.0359572544693946,0.0660780817270279,0.0973183810710907,0.0913689881563186,0.6725613474845886,0.0367160327732563,0.1161816343665123,0.0442540012300014,0.3261158168315887,0.0520941503345966,0.2038168460130691,0.0431829169392585,0.2143546789884567,0.0644537955522537,0.052384827286005,0.1476306617259979,0.2940710783004761,0.1111400872468948,0.2762586772441864,0.0150722619146108,0.0389886237680912
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img6.png,there is a man sitting at a table with a laptop and a cup of coffee,Unknown,Unknown,there is a man sitting at a table with a laptop and a cup of coffee,0.0739994794130325,0.0017152411164715,0.6911875009536743,0.2330977618694305,0.0073003973811864,0.0064777443185448,0.0420134477317333,0.0483430735766887,0.8776340484619141,0.0182312056422233,0.0646632462739944,0.0478060878813266,0.1832093000411987,0.0754510536789894,0.273577868938446,0.0271261110901832,0.3281663656234741,0.0476138405501842,0.0537204556167125,0.1293642967939376,0.2626906037330627,0.1416086703538894,0.3222419023513794,0.0146998213604092,0.0280603598803281
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img7.png,there is a man sitting at a table using a laptop,Unknown,Unknown,there is a man sitting at a table using a laptop,0.0514657609164714,0.0004213051870465,0.851346492767334,0.0967664793133735,0.0042823930270969,0.0012940779561176,0.0502352938055992,0.0346677899360656,0.8884925246238708,0.0210278984159231,0.002232841681689,0.0012186367530375,0.0023316955193877,0.0054972465150058,0.358145534992218,0.0041932230815291,0.6263808012008667,0.0402427352964878,0.0100061716511845,0.0133627569302916,0.1194259151816368,0.3526866436004638,0.418357104063034,0.012470232322812,0.0334485135972499
Age_An_elderly_couple_watching_a_sunset_from_their_por_img1.png,older couple sitting on bench looking out window at golf course,Unknown,Unknown,older couple sitting on bench looking out window at golf course,0.0191215183585882,0.008787534199655,0.5262496471405029,0.4458413422107696,6.690756708849221e-05,8.693896234035492e-05,0.0012613147264346,0.0018431985517963,0.1227431148290634,0.8739985227584839,0.0946094468235969,0.0751693472266197,0.0931721627712249,0.1956358700990677,0.1013915091753006,0.1431826800107956,0.296839028596878,0.0515159405767917,0.0793227702379226,0.1172362565994262,0.1796629428863525,0.0409050174057483,0.3402919769287109,0.0346855595707893,0.1563796401023864
Age_An_elderly_couple_watching_a_sunset_from_their_por_img2.png,elderly couple sitting on porch with view of grassy field,Unknown,Unknown,elderly couple sitting on porch with view of grassy field,0.0336790531873703,0.028353277593851,0.3617639541625976,0.5762037634849548,0.0002733895089477,0.0001973409089259,0.0013299357378855,0.0027339097578078,0.1289881318807602,0.8664773106575012,0.1547052711248397,0.1143014207482338,0.0962229892611503,0.3762503564357757,0.0605162419378757,0.1078411340713501,0.0901625677943229,0.080849289894104,0.0598964467644691,0.1122526302933693,0.121820144355297,0.02020775526762,0.349712073802948,0.0380485765635967,0.2172130346298217
Age_An_elderly_couple_watching_a_sunset_from_their_por_img3.png,they are sitting on the porch of their house watching the sunset,Unknown,Unknown,they are sitting on the porch of their house watching the sunset,0.0356298834085464,0.0402768813073635,0.2446612864732742,0.6794319748878479,0.000519745517522,0.0004599660169333,0.0033671848941594,0.0041378196328878,0.156272679567337,0.8352426290512085,0.1070863008499145,0.0507994554936885,0.0728978514671325,0.4752444922924042,0.0765946581959724,0.0926765352487564,0.1247007399797439,0.0628705322742462,0.0610853359103202,0.091313786804676,0.1026757583022117,0.0372481346130371,0.3905211389064789,0.0493440218269825,0.2049413472414016
Age_An_elderly_couple_watching_a_sunset_from_their_por_img4.png,older couple sitting on a deck watching the sunset,Unknown,Unknown,older couple sitting on a deck watching the sunset,0.0138583118095994,0.030281763523817,0.3822306394577026,0.5736293196678162,7.9758268839214e-05,0.0001036477915477,0.0010680456180125,0.0007824302301742,0.0480731986463069,0.9498929381370544,0.1764721423387527,0.0577936358749866,0.1426529139280319,0.2513131201267242,0.0803381353616714,0.1280387192964553,0.1633913367986679,0.0610836930572986,0.0450609140098094,0.1304518729448318,0.1554273068904876,0.0170519556850194,0.259324699640274,0.0368853770196437,0.2947141528129577
Age_An_elderly_couple_watching_a_sunset_from_their_por_img5.png,there are two older people standing on a porch with a view of a field,Unknown,Unknown,there are two older people standing on a porch with a view of a field,0.0292001347988843,0.027552455663681,0.5344884991645813,0.4087589383125305,0.0010579596273601,0.0005438726511783,0.0014259218005463,0.0011406579287722,0.0675128847360611,0.9283186793327332,0.1325514912605285,0.0408018939197063,0.1109810918569564,0.343165785074234,0.0953264236450195,0.1248446330428123,0.1523287147283554,0.0700203701853752,0.065208613872528,0.1371901482343673,0.1358406096696853,0.033508114516735,0.2627892196178436,0.080785796046257,0.2146570682525634
Age_An_elderly_couple_watching_a_sunset_from_their_por_img6.png,older couple standing on a porch looking out over a green field,Unknown,Unknown,older couple standing on a porch looking out over a green field,0.0902764573693275,0.0290661696344614,0.3184034824371338,0.5622538328170776,0.0006261095404624,0.000791291706264,0.0056655444204807,0.006417442113161,0.103469893336296,0.8830297589302063,0.1095617264509201,0.1060488745570182,0.0726239085197448,0.3035685122013092,0.0675057768821716,0.1525904238224029,0.1881008446216583,0.0848780423402786,0.0907175987958908,0.1233525201678276,0.0881659910082817,0.0351003557443618,0.390328049659729,0.0825268775224685,0.1049306094646453
Age_An_elderly_couple_watching_a_sunset_from_their_por_img7.png,older couple sitting on a bench with a drink and a glass of orange juice,Unknown,Unknown,older couple sitting on a bench with a drink and a glass of orange juice,0.0294711869210004,0.0116281174123287,0.6290013790130615,0.3298993706703186,0.0001735588448354,0.0002519980771467,0.0035178933758288,0.007748482748866,0.3933205604553222,0.5949875712394714,0.0517809242010116,0.0578500851988792,0.0408464968204498,0.4215252995491028,0.064232125878334,0.0324422940611839,0.3313228487968445,0.0462588183581829,0.0949643775820732,0.0828001797199249,0.1725995242595672,0.0442480742931366,0.4590091109275818,0.0272502843290567,0.0728695839643478
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img1.png,smiling elderly woman sitting on a couch with her laptop,Unknown,Unknown,smiling elderly woman sitting on a couch with her laptop,0.0009229372953996,0.0759780779480934,0.6267684102058411,0.2963305413722992,0.000159699600772,0.0003651904989965,0.002032212447375,0.002333300653845,0.0730744451284408,0.9220352172851562,0.049260139465332,0.0457286797463893,0.0310749430209398,0.2189378142356872,0.1318368911743164,0.22426638007164,0.2988951206207275,0.0542794503271579,0.1060538962483406,0.0720782428979873,0.1302991956472396,0.0512932129204273,0.2917387783527374,0.1552470326423645,0.1390102654695511
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img2.png,an old woman sitting on a couch with a blue shirt,Unknown,Unknown,an old woman sitting on a couch with a blue shirt,0.0021065066102892,0.2367932796478271,0.4606240689754486,0.3004761934280395,0.0001753984979586,0.0003282301768194,0.0014584787422791,0.0010627915617078,0.0353103056550025,0.9616647958755492,0.0906222164630889,0.038062211126089,0.0528482310473918,0.0848277807235717,0.0444182939827442,0.2082517743110656,0.4809695482254028,0.1184176504611969,0.1111034527420997,0.1567501723766327,0.1366795152425766,0.0301544107496738,0.1686471551656723,0.1186997443437576,0.1595478653907776
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img3.png,smiling elderly woman sitting on a couch with a remote control,Unknown,Unknown,smiling elderly woman sitting on a couch with a remote control,0.0018826775485649,0.0285793878138065,0.6503788828849792,0.3191590905189514,0.0001051838262355,0.000136471397127,0.0009718377259559,0.0005291308625601,0.0488493219017982,0.9494080543518066,0.0193120334297418,0.0068520442582666,0.0606007948517799,0.1135043278336525,0.0847761929035186,0.122164249420166,0.5927903652191162,0.0643888637423515,0.0902131497859954,0.1258827447891235,0.1238398924469947,0.0547254905104637,0.207979068160057,0.1462894082069397,0.1866813749074936
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img4.png,smiling elderly woman sitting in a blue chair with a blue blanket,Unknown,Unknown,smiling elderly woman sitting in a blue chair with a blue blanket,0.0005597345880232,0.0201957151293754,0.8514548540115356,0.1277898102998733,0.00014600213035,0.0004900770145468,0.0018270459258928,0.0004760074953082,0.0284468661993742,0.9686139822006226,0.0245278663933277,0.0124640688300132,0.037342045456171,0.1803659945726394,0.1016847789287567,0.2664714157581329,0.3771438300609588,0.0232373382896184,0.0893196687102317,0.0791405439376831,0.0415691658854484,0.0379541963338851,0.2489594370126724,0.2729454338550567,0.206874281167984
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img5.png,elderly woman sitting in chair in living room with open window,Unknown,Unknown,elderly woman sitting in chair in living room with open window,0.0017029552254825,0.0088337324559688,0.8705052137374878,0.1189580261707305,0.0003802569408435,0.0007916276226751,0.0021819861140102,0.0004288537311367,0.0200658999383449,0.976151406764984,0.027856308966875,0.0183205865323543,0.0157374497503042,0.0765651538968086,0.152874007821083,0.3504634499549866,0.3581830263137817,0.0380148477852344,0.1639999449253082,0.0923303291201591,0.0489979796111583,0.0591949634253978,0.265840470790863,0.2339295893907547,0.0976919084787368
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img6.png,smiling elderly woman sitting in a chair with a yellow chair,Unknown,Unknown,smiling elderly woman sitting in a chair with a yellow chair,0.0009959905873984,0.0581182353198528,0.7830929160118103,0.1577929109334945,0.000153145781951,0.0001692797668511,0.0008969762711785,0.0009267962886951,0.0671616494655609,0.930692195892334,0.0358814038336277,0.0176489781588315,0.1941584795713424,0.1114958375692367,0.0431932397186756,0.1796862930059433,0.4179357886314392,0.0351808406412601,0.0589652769267559,0.3084228038787842,0.1926963478326797,0.0209454447031021,0.1235542744398117,0.1254037767648697,0.1348312050104141
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img7.png,an old woman sitting on a couch with her hands crossed,Unknown,Unknown,an old woman sitting on a couch with her hands crossed,0.021674433723092,0.0129276541993021,0.6595895886421204,0.3058082163333893,7.69554462749511e-05,0.0002443328849039,0.0013962853699922,0.0006504150805994,0.0227946024388074,0.974837362766266,0.0235516410320997,0.0128524824976921,0.0144825931638479,0.2556559145450592,0.0613941736519336,0.2461222857236862,0.3859409093856811,0.0523857958614826,0.0749169141054153,0.042584802955389,0.0713210850954055,0.0305371936410665,0.4399766027927398,0.1238863542675972,0.1643912643194198
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img1.png,elderly woman reading newspaper sitting on ledge outside window sill,Unknown,Unknown,elderly woman reading newspaper sitting on ledge outside window sill,0.0064661116339266,0.0648723244667053,0.848533034324646,0.0801284834742546,0.0001595705834915,0.0008537805988453,0.004708856344223,0.0016304302262142,0.0610873438417911,0.9315600395202636,0.0318790823221206,0.013087629340589,0.3133649826049804,0.1651037186384201,0.0505910404026508,0.133765771985054,0.292207807302475,0.061053529381752,0.0764139890670776,0.2786173522472381,0.0973279550671577,0.0245966538786888,0.2076226770877838,0.1721923947334289,0.082175463438034
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img2.png,an old man sitting in a chair reading a newspaper,Unknown,Unknown,an old man sitting in a chair reading a newspaper,0.0503172241151332,0.0057376264594495,0.742797315120697,0.2011478245258331,0.0003563847276382,0.0003290423192083,0.0013233497738838,0.0008061295375227,0.1218721270561218,0.8753129243850708,0.0552110001444816,0.0279784239828586,0.4517888128757477,0.0940568074584007,0.0901506692171096,0.0675756484270095,0.2132386267185211,0.0493112467229366,0.0546946562826633,0.3562704920768738,0.1760228872299194,0.0334990248084068,0.2545936703681946,0.0227457638829946,0.0528623424470424
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img3.png,an old man sitting on a chair reading a newspaper,Unknown,Unknown,an old man sitting on a chair reading a newspaper,0.0732347071170806,0.0042704655788838,0.4333101212978363,0.489184707403183,0.0001908686390379,0.0009421216673217,0.0083329090848565,0.0021410272456705,0.0686101391911506,0.9197829365730286,0.0765848085284233,0.0217276867479085,0.1763249784708023,0.1087148189544677,0.1305503845214843,0.1298257857561111,0.3562715053558349,0.1223058253526687,0.1117052435874939,0.1352670192718505,0.1235134899616241,0.0479082614183425,0.3273832201957702,0.0525029897689819,0.079413965344429
