Image Filename,Category,Prompt,Generated Caption,A man,A woman,A non-binary person,A person,A child,A teenager,A young adult,An adult,A middle-aged person,An elderly person,A Black person,A White person,An Asian person,A Hispanic person,A Middle Eastern person,An Indigenous person,A mixed-race person,A person of African descent,A person of European descent,A person of East Asian descent,A person of South Asian descent,A person of Middle Eastern descent,A person of Latin American descent,A person of Native American descent,A person of Pacific Islander descent
Age_An_adult_jogging_along_a_quiet_road__img4.png,Unknown,Unknown,arafed man running on a path in a blue shirt,0.11728189885616302,0.0031506551895290613,0.6507107615470886,0.22885660827159882,0.00011625819024629891,8.957464888226241e-05,0.0009221604559570551,0.0017522525740787387,0.82099848985672,0.17612124979496002,0.04889598861336708,0.06587805598974228,0.16755878925323486,0.06081346049904823,0.18090370297431946,0.26496851444244385,0.21098151803016663,0.03094303235411644,0.04208127781748772,0.21763181686401367,0.2694685459136963,0.032386019825935364,0.3064044117927551,0.07447892427444458,0.026605963706970215
Age_An_adult_jogging_along_a_quiet_road__img5.png,Unknown,Unknown,there is a woman running down a path in the middle of the day,0.005813853349536657,0.09276394546031952,0.6771184802055359,0.22430375218391418,0.006789380684494972,0.009879959747195244,0.013685369864106178,0.0066909766755998135,0.7788711786270142,0.18408313393592834,0.09302709251642227,0.050147369503974915,0.1882806420326233,0.03997159004211426,0.21748152375221252,0.29720956087112427,0.11388225853443146,0.06428224593400955,0.040367841720581055,0.21574805676937103,0.22325164079666138,0.04886931926012039,0.23057928681373596,0.14344888925552368,0.0334528423845768
Age_An_adult_jogging_along_a_quiet_road__img6.png,Unknown,Unknown,woman running on a paved road in a pink shirt,0.001318098045885563,0.04838733375072479,0.7646816372871399,0.18561290204524994,0.0030949809588491917,0.0029337669257074594,0.013677970506250858,0.009891290217638016,0.9054107666015625,0.06499124318361282,0.023062480613589287,0.023198120296001434,0.06777212023735046,0.07183705270290375,0.16248184442520142,0.2642328143119812,0.3874156177043915,0.01915901154279709,0.03592335432767868,0.11096186935901642,0.1021968424320221,0.06510396301746368,0.3626518249511719,0.2754553258419037,0.02854776941239834
Age_An_adult_jogging_along_a_quiet_road__img7.png,Unknown,Unknown,there is a woman running on a road with trees in the background,0.0006785872974433005,0.0690959095954895,0.8326005339622498,0.09762492030858994,0.000365212355973199,0.00022407957294490188,0.0014579057460650802,0.0011746484087780118,0.15997035801410675,0.8368077874183655,0.06807353347539902,0.07200620323419571,0.05768401175737381,0.0425771102309227,0.07435975968837738,0.3254455327987671,0.3598538935184479,0.08892425894737244,0.04095650836825371,0.1912536919116974,0.13684117794036865,0.03827109932899475,0.2550364136695862,0.22730377316474915,0.021413035690784454
Age_An_adult_playing_with_their_pet_in_a_park__img1.png,Unknown,Unknown,woman petting a cat in a park with a green grass field,0.06515155732631683,0.053999658674001694,0.4216712713241577,0.45917749404907227,0.6982473134994507,0.011525706388056278,0.16677087545394897,0.046538565307855606,0.07359641045331955,0.0033210976980626583,0.020527958869934082,0.09870048612356186,0.6420092582702637,0.006431944202631712,0.03684624284505844,0.13335277140140533,0.06213129311800003,0.013745171949267387,0.18105800449848175,0.2758341431617737,0.08520010858774185,0.016811570152640343,0.270388126373291,0.11573795229196548,0.041224803775548935
Age_An_adult_playing_with_their_pet_in_a_park__img2.png,Unknown,Unknown,araffe sitting on the grass with a dog in his lap,0.06437677890062332,0.00038383540231734514,0.7792083024978638,0.15603111684322357,0.4571992754936218,0.007450909819453955,0.32217660546302795,0.07964633405208588,0.12471436709165573,0.008812511339783669,0.03896009549498558,0.023953111842274666,0.30342310667037964,0.0019760129507631063,0.032479967921972275,0.05550727993249893,0.5437003970146179,0.020786674693226814,0.11826378852128983,0.3795287609100342,0.07887373119592667,0.032517485320568085,0.17773300409317017,0.050570011138916016,0.1417265087366104
Age_An_adult_playing_with_their_pet_in_a_park__img3.png,Unknown,Unknown,there is a man kneeling down petting a dog with a leash,0.10234752297401428,0.0044856867752969265,0.8349558115005493,0.0582110658288002,0.16336753964424133,0.002505605574697256,0.530389666557312,0.2131277322769165,0.0873379185795784,0.003271536435931921,0.06018143147230148,0.27964115142822266,0.33561065793037415,0.0008751049172133207,0.029334507882595062,0.1338762491941452,0.16048091650009155,0.01253392081707716,0.02127312496304512,0.43307191133499146,0.04159577935934067,0.01798321306705475,0.1570288985967636,0.13247065246105194,0.1840425580739975
Age_An_adult_playing_with_their_pet_in_a_park__img4.png,Unknown,Unknown,there is a man kneeling down with a dog in a park,0.01182939950376749,0.00269033364020288,0.7290287017822266,0.2564516067504883,0.03603440895676613,0.004625548608601093,0.599009096622467,0.2787192463874817,0.06528997421264648,0.016321653500199318,0.10324480384588242,0.07175325602293015,0.017852267250418663,0.0005343958036974072,0.0058739688247442245,0.011976566165685654,0.7887647747993469,0.05612192302942276,0.0712926909327507,0.16617201268672943,0.03404567390680313,0.027222905308008194,0.584841787815094,0.03477932885289192,0.025523677468299866
Age_An_adult_playing_with_their_pet_in_a_park__img5.png,Unknown,Unknown,there is a woman playing with a cat in the grass,0.06183836981654167,0.018217362463474274,0.6980882287025452,0.22185608744621277,0.2540227174758911,0.009143522940576077,0.19940924644470215,0.200494647026062,0.3174760341644287,0.019453885033726692,0.07052107900381088,0.154475599527359,0.6267871260643005,0.0041410126723349094,0.027970407158136368,0.052286259829998016,0.0638185515999794,0.06486154347658157,0.10499731451272964,0.453750878572464,0.08646304905414581,0.02885342575609684,0.12780335545539856,0.10679236054420471,0.026478048413991928
Age_An_adult_playing_with_their_pet_in_a_park__img6.png,Unknown,Unknown,araffes man with a dog in a park,0.38656747341156006,0.006829710677266121,0.12985487282276154,0.47674795985221863,0.1987735629081726,0.004872853867709637,0.223170205950737,0.18733710050582886,0.3558513820171356,0.029994923621416092,0.09407882392406464,0.39680081605911255,0.07235561311244965,0.007402469404041767,0.26056408882141113,0.04309793934226036,0.12570026516914368,0.00952084083110094,0.13928495347499847,0.08267287164926529,0.052288126200437546,0.1337941735982895,0.3815969228744507,0.13805915415287018,0.06278286129236221
Age_An_adult_playing_with_their_pet_in_a_park__img7.png,Unknown,Unknown,woman playing with a dog in a park with a leash,0.04258223623037338,0.09487731754779816,0.5480847358703613,0.31445565819740295,0.48483967781066895,0.032614681869745255,0.3792887330055237,0.08108946681022644,0.02017035149037838,0.001997060840949416,0.012691060081124306,0.012697246856987476,0.8769112825393677,0.009585710242390633,0.008517677895724773,0.027312876656651497,0.05228404328227043,0.006065906025469303,0.015628721565008163,0.3752245604991913,0.0832073986530304,0.008105314336717129,0.10153468698263168,0.21871653199195862,0.1915169656276703
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img1.png,Unknown,Unknown,arafed man sitting at a table with a laptop and a cup of coffee,0.06703343242406845,0.003459107130765915,0.664600670337677,0.26490676403045654,0.014852883294224739,0.008902415633201599,0.06541310995817184,0.12412232905626297,0.782504677772522,0.004204549826681614,0.045156050473451614,0.09987247735261917,0.14296360313892365,0.04259653016924858,0.26711055636405945,0.02764367312192917,0.37465700507164,0.013858775608241558,0.055514827370643616,0.1578739732503891,0.23175165057182312,0.14558978378772736,0.3575732111930847,0.017293164506554604,0.020544642582535744
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img2.png,Unknown,Unknown,there is a man sitting at a table with a laptop,0.05224921181797981,0.0005778702325187624,0.7843704223632812,0.16280245780944824,0.011353923939168453,0.004393860697746277,0.05394122377038002,0.11591588705778122,0.7891433238983154,0.02525166980922222,0.03171196207404137,0.02714284509420395,0.10646948218345642,0.008727253414690495,0.3006134331226349,0.10052143037319183,0.42481353878974915,0.049240436404943466,0.04459555074572563,0.10424379259347916,0.15287508070468903,0.16805116832256317,0.3210224509239197,0.027362214401364326,0.1326093077659607
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img3.png,Unknown,Unknown,there is a man sitting at a table with a laptop and a cup of coffee,0.06866112351417542,0.004733160138130188,0.7524093389511108,0.17419631779193878,0.03707917407155037,0.01698204129934311,0.05994833633303642,0.0700685977935791,0.7941959500312805,0.021725893020629883,0.059433020651340485,0.07124226540327072,0.21424053609371185,0.04576198011636734,0.365855872631073,0.03632250055670738,0.2071438878774643,0.023353219032287598,0.029993679374456406,0.13302147388458252,0.21199700236320496,0.10050797462463379,0.45846322178840637,0.017758062109351158,0.024905314669013023
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img4.png,Unknown,Unknown,woman sitting at a table with a laptop computer in her lap,0.005815661512315273,0.031982388347387314,0.7626193165779114,0.19958268105983734,0.09525357931852341,0.03381813317537308,0.2783392369747162,0.21376308798789978,0.3697565495967865,0.009069422259926796,0.034590259194374084,0.055929627269506454,0.12373021245002747,0.020251501351594925,0.23288682103157043,0.06945329904556274,0.4631582796573639,0.028215235099196434,0.07189658284187317,0.15641555190086365,0.19344772398471832,0.1574731320142746,0.32652756571769714,0.030061928555369377,0.035962264984846115
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img5.png,Unknown,Unknown,there is a man sitting at a table with a laptop computer,0.02153894305229187,0.0019189523300155997,0.6887845396995544,0.2877575159072876,0.035957254469394684,0.0660780817270279,0.0973183810710907,0.09136898815631866,0.6725613474845886,0.0367160327732563,0.1161816343665123,0.04425400123000145,0.32611581683158875,0.052094150334596634,0.20381684601306915,0.043182916939258575,0.21435467898845673,0.06445379555225372,0.05238482728600502,0.14763066172599792,0.2940710783004761,0.11114008724689484,0.2762586772441864,0.015072261914610863,0.0389886237680912
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img6.png,Unknown,Unknown,there is a man sitting at a table with a laptop and a cup of coffee,0.07399947941303253,0.0017152411164715886,0.6911875009536743,0.23309776186943054,0.007300397381186485,0.006477744318544865,0.04201344773173332,0.048343073576688766,0.8776340484619141,0.018231205642223358,0.06466324627399445,0.047806087881326675,0.18320930004119873,0.07545105367898941,0.27357786893844604,0.027126111090183258,0.3281663656234741,0.04761384055018425,0.05372045561671257,0.12936429679393768,0.26269060373306274,0.14160867035388947,0.3222419023513794,0.01469982136040926,0.02806035988032818
Age_An_adult_working_on_a_laptop_at_a_coffee_shop__img7.png,Unknown,Unknown,there is a man sitting at a table using a laptop,0.05146576091647148,0.00042130518704652786,0.851346492767334,0.09676647931337357,0.004282393027096987,0.0012940779561176896,0.05023529380559921,0.034667789936065674,0.8884925246238708,0.02102789841592312,0.002232841681689024,0.001218636753037572,0.002331695519387722,0.005497246515005827,0.358145534992218,0.0041932230815291405,0.6263808012008667,0.04024273529648781,0.010006171651184559,0.013362756930291653,0.11942591518163681,0.35268664360046387,0.41835710406303406,0.01247023232281208,0.033448513597249985
Age_An_elderly_couple_watching_a_sunset_from_their_por_img1.png,Unknown,Unknown,older couple sitting on bench looking out window at golf course,0.01912151835858822,0.008787534199655056,0.5262496471405029,0.44584134221076965,6.690756708849221e-05,8.693896234035492e-05,0.001261314726434648,0.0018431985517963767,0.12274311482906342,0.8739985227584839,0.09460944682359695,0.07516934722661972,0.09317216277122498,0.1956358700990677,0.1013915091753006,0.1431826800107956,0.29683902859687805,0.05151594057679176,0.07932277023792267,0.11723625659942627,0.17966294288635254,0.04090501740574837,0.34029197692871094,0.03468555957078934,0.15637964010238647
Age_An_elderly_couple_watching_a_sunset_from_their_por_img2.png,Unknown,Unknown,elderly couple sitting on porch with view of grassy field,0.0336790531873703,0.02835327759385109,0.36176395416259766,0.5762037634849548,0.00027338950894773006,0.00019734090892598033,0.0013299357378855348,0.002733909757807851,0.1289881318807602,0.8664773106575012,0.15470527112483978,0.1143014207482338,0.09622298926115036,0.37625035643577576,0.06051624193787575,0.1078411340713501,0.09016256779432297,0.080849289894104,0.05989644676446915,0.1122526302933693,0.12182014435529709,0.020207755267620087,0.349712073802948,0.038048576563596725,0.21721303462982178
Age_An_elderly_couple_watching_a_sunset_from_their_por_img3.png,Unknown,Unknown,they are sitting on the porch of their house watching the sunset,0.03562988340854645,0.04027688130736351,0.24466128647327423,0.6794319748878479,0.0005197455175220966,0.00045996601693332195,0.0033671848941594362,0.00413781963288784,0.15627267956733704,0.8352426290512085,0.10708630084991455,0.05079945549368858,0.07289785146713257,0.4752444922924042,0.07659465819597244,0.09267653524875641,0.12470073997974396,0.06287053227424622,0.06108533591032028,0.09131378680467606,0.10267575830221176,0.03724813461303711,0.3905211389064789,0.0493440218269825,0.20494134724140167
Age_An_elderly_couple_watching_a_sunset_from_their_por_img4.png,Unknown,Unknown,older couple sitting on a deck watching the sunset,0.0138583118095994,0.030281763523817062,0.38223063945770264,0.5736293196678162,7.9758268839214e-05,0.00010364779154770076,0.0010680456180125475,0.0007824302301742136,0.04807319864630699,0.9498929381370544,0.17647214233875275,0.05779363587498665,0.14265291392803192,0.25131312012672424,0.08033813536167145,0.12803871929645538,0.1633913367986679,0.06108369305729866,0.045060914009809494,0.13045187294483185,0.15542730689048767,0.017051955685019493,0.25932469964027405,0.036885377019643784,0.29471415281295776
Age_An_elderly_couple_watching_a_sunset_from_their_por_img5.png,Unknown,Unknown,there are two older people standing on a porch with a view of a field,0.029200134798884392,0.02755245566368103,0.5344884991645813,0.4087589383125305,0.0010579596273601055,0.0005438726511783898,0.001425921800546348,0.0011406579287722707,0.0675128847360611,0.9283186793327332,0.13255149126052856,0.040801893919706345,0.11098109185695648,0.343165785074234,0.09532642364501953,0.12484463304281235,0.1523287147283554,0.07002037018537521,0.06520861387252808,0.13719014823436737,0.13584060966968536,0.03350811451673508,0.26278921961784363,0.08078579604625702,0.21465706825256348
Age_An_elderly_couple_watching_a_sunset_from_their_por_img6.png,Unknown,Unknown,older couple standing on a porch looking out over a green field,0.09027645736932755,0.029066169634461403,0.3184034824371338,0.5622538328170776,0.0006261095404624939,0.000791291706264019,0.005665544420480728,0.006417442113161087,0.10346989333629608,0.8830297589302063,0.1095617264509201,0.10604887455701828,0.07262390851974487,0.3035685122013092,0.06750577688217163,0.15259042382240295,0.18810084462165833,0.08487804234027863,0.09071759879589081,0.1233525201678276,0.08816599100828171,0.03510035574436188,0.390328049659729,0.08252687752246857,0.10493060946464539
Age_An_elderly_couple_watching_a_sunset_from_their_por_img7.png,Unknown,Unknown,older couple sitting on a bench with a drink and a glass of orange juice,0.02947118692100048,0.01162811741232872,0.6290013790130615,0.3298993706703186,0.00017355884483549744,0.00025199807714670897,0.003517893375828862,0.007748482748866081,0.39332056045532227,0.5949875712394714,0.05178092420101166,0.05785008519887924,0.04084649682044983,0.4215252995491028,0.06423212587833405,0.03244229406118393,0.3313228487968445,0.04625881835818291,0.09496437758207321,0.08280017971992493,0.17259952425956726,0.0442480742931366,0.4590091109275818,0.02725028432905674,0.07286958396434784
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img1.png,Unknown,Unknown,smiling elderly woman sitting on a couch with her laptop,0.0009229372953996062,0.07597807794809341,0.6267684102058411,0.2963305413722992,0.00015969960077200085,0.000365190498996526,0.002032212447375059,0.002333300653845072,0.07307444512844086,0.9220352172851562,0.04926013946533203,0.04572867974638939,0.031074943020939827,0.21893781423568726,0.1318368911743164,0.22426638007164001,0.29889512062072754,0.054279450327157974,0.1060538962483406,0.07207824289798737,0.13029919564723969,0.05129321292042732,0.2917387783527374,0.1552470326423645,0.1390102654695511
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img2.png,Unknown,Unknown,an old woman sitting on a couch with a blue shirt,0.002106506610289216,0.23679327964782715,0.4606240689754486,0.30047619342803955,0.00017539849795866758,0.0003282301768194884,0.0014584787422791123,0.0010627915617078543,0.035310305655002594,0.9616647958755493,0.09062221646308899,0.038062211126089096,0.05284823104739189,0.08482778072357178,0.04441829398274422,0.20825177431106567,0.48096954822540283,0.1184176504611969,0.11110345274209976,0.1567501723766327,0.1366795152425766,0.030154410749673843,0.1686471551656723,0.11869974434375763,0.1595478653907776
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img3.png,Unknown,Unknown,smiling elderly woman sitting on a couch with a remote control,0.0018826775485649705,0.028579387813806534,0.6503788828849792,0.3191590905189514,0.00010518382623558864,0.00013647139712702483,0.0009718377259559929,0.0005291308625601232,0.04884932190179825,0.9494080543518066,0.01931203342974186,0.006852044258266687,0.06060079485177994,0.1135043278336525,0.08477619290351868,0.12216424942016602,0.5927903652191162,0.06438886374235153,0.09021314978599548,0.12588274478912354,0.12383989244699478,0.054725490510463715,0.20797906816005707,0.1462894082069397,0.1866813749074936
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img4.png,Unknown,Unknown,smiling elderly woman sitting in a blue chair with a blue blanket,0.0005597345880232751,0.020195715129375458,0.8514548540115356,0.12778981029987335,0.00014600213035009801,0.0004900770145468414,0.0018270459258928895,0.0004760074953082949,0.0284468661993742,0.9686139822006226,0.024527866393327713,0.012464068830013275,0.037342045456171036,0.18036599457263947,0.10168477892875671,0.26647141575813293,0.37714383006095886,0.023237338289618492,0.08931966871023178,0.0791405439376831,0.041569165885448456,0.03795419633388519,0.24895943701267242,0.27294543385505676,0.206874281167984
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img5.png,Unknown,Unknown,elderly woman sitting in chair in living room with open window,0.001702955225482583,0.008833732455968857,0.8705052137374878,0.11895802617073059,0.00038025694084353745,0.0007916276226751506,0.002181986114010215,0.00042885373113676906,0.020065899938344955,0.9761514067649841,0.027856308966875076,0.018320586532354355,0.015737449750304222,0.07656515389680862,0.15287400782108307,0.3504634499549866,0.35818302631378174,0.03801484778523445,0.16399994492530823,0.09233032912015915,0.04899797961115837,0.05919496342539787,0.26584047079086304,0.2339295893907547,0.09769190847873688
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img6.png,Unknown,Unknown,smiling elderly woman sitting in a chair with a yellow chair,0.0009959905873984098,0.05811823531985283,0.7830929160118103,0.15779291093349457,0.00015314578195102513,0.0001692797668511048,0.0008969762711785734,0.0009267962886951864,0.06716164946556091,0.930692195892334,0.0358814038336277,0.017648978158831596,0.19415847957134247,0.11149583756923676,0.04319323971867561,0.1796862930059433,0.4179357886314392,0.03518084064126015,0.058965276926755905,0.3084228038787842,0.19269634783267975,0.020945444703102112,0.1235542744398117,0.1254037767648697,0.13483120501041412
Age_An_elderly_person_enjoying_a_quiet_afternoon_at_ho_img7.png,Unknown,Unknown,an old woman sitting on a couch with her hands crossed,0.02167443372309208,0.012927654199302197,0.6595895886421204,0.3058082163333893,7.69554462749511e-05,0.0002443328849039972,0.0013962853699922562,0.0006504150805994868,0.022794602438807487,0.9748373627662659,0.023551641032099724,0.012852482497692108,0.014482593163847923,0.2556559145450592,0.06139417365193367,0.24612228572368622,0.38594090938568115,0.05238579586148262,0.07491691410541534,0.04258480295538902,0.07132108509540558,0.03053719364106655,0.43997660279273987,0.1238863542675972,0.16439126431941986
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img1.png,Unknown,Unknown,elderly woman reading newspaper sitting on ledge outside window sill,0.00646611163392663,0.06487232446670532,0.848533034324646,0.08012848347425461,0.00015957058349158615,0.0008537805988453329,0.0047088563442230225,0.00163043022621423,0.06108734384179115,0.9315600395202637,0.031879082322120667,0.013087629340589046,0.31336498260498047,0.1651037186384201,0.05059104040265083,0.13376577198505402,0.292207807302475,0.061053529381752014,0.07641398906707764,0.27861735224723816,0.09732795506715775,0.024596653878688812,0.2076226770877838,0.17219239473342896,0.08217546343803406
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img2.png,Unknown,Unknown,an old man sitting in a chair reading a newspaper,0.050317224115133286,0.00573762645944953,0.742797315120697,0.20114782452583313,0.0003563847276382148,0.00032904231920838356,0.0013233497738838196,0.0008061295375227928,0.12187212705612183,0.8753129243850708,0.05521100014448166,0.027978423982858658,0.4517888128757477,0.09405680745840073,0.09015066921710968,0.06757564842700958,0.21323862671852112,0.04931124672293663,0.054694656282663345,0.3562704920768738,0.17602288722991943,0.03349902480840683,0.2545936703681946,0.022745763882994652,0.052862342447042465
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img3.png,Unknown,Unknown,an old man sitting on a chair reading a newspaper,0.07323470711708069,0.004270465578883886,0.4333101212978363,0.489184707403183,0.00019086863903794438,0.0009421216673217714,0.00833290908485651,0.002141027245670557,0.06861013919115067,0.9197829365730286,0.07658480852842331,0.021727686747908592,0.1763249784708023,0.10871481895446777,0.13055038452148438,0.12982578575611115,0.35627150535583496,0.12230582535266876,0.1117052435874939,0.13526701927185059,0.12351348996162415,0.04790826141834259,0.32738322019577026,0.052502989768981934,0.07941396534442902
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img4.png,Unknown,Unknown,elderly woman reading a newspaper on a porch chair,0.0024340052623301744,0.12018948793411255,0.700485348701477,0.17689114809036255,0.0001845355291152373,0.0006835362873971462,0.005247718654572964,0.0027914156671613455,0.08846292644739151,0.9026299118995667,0.13266637921333313,0.11327651143074036,0.04967976734042168,0.12084123492240906,0.08616118133068085,0.11091934144496918,0.38645562529563904,0.10943670570850372,0.22919337451457977,0.10001226514577866,0.05684707686305046,0.041953835636377335,0.30894002318382263,0.128686785697937,0.024929968640208244
Age_An_elderly_person_reading_a_newspaper_on_a_porch__img5.png,Unknown,Unknown,elderly woman reading a newspaper outside of a brick building,0.01324586383998394,0.0147946085780859,0.8982135057449341,0.07374603301286697,4.3668678699759766e-05,0.0008406540146097541,0.003942650742828846,0.0010754477698355913,0.05169467628002167,0.9424028992652893,0.036452896893024445,0.023983074352145195,0.10325045883655548,0.3296860158443451,0.07596030086278915,0.05256505683064461,0.37810224294662476,0.0755375400185585,0.16908323764801025,0.14284981787204742,0.08542196452617645,0.05793653056025505,0.3322761356830597,0.0734042152762413,0.06349050253629684
